Article_URL,Adresse,Kvdm
https://www.boligsiden.dk/adresse/bremensgade-41-2-tv-2300-koebenhavn-s-01010828__41__2__tv,"Bremensgade 41, 2. tv. 2300 København S",61
https://www.boligsiden.dk/adresse/bogholder-alle-15-1-tv-2720-vanloese-01010672__15__1__tv,"Bogholder Allé 15, 1. tv. 2720 Vanløse",75
https://www.boligsiden.dk/adresse/backersvej-45-2-mf-2300-koebenhavn-s-01010296__45__2__mf,"Backersvej 45, 2. mf. 2300 København S",26
https://www.boligsiden.dk/adresse/houmanns-alle-6-1-tv-2400-koebenhavn-nv-01013044___6__1__tv,"Houmanns Allé 6, 1. tv. 2400 København NV",52
https://www.boligsiden.dk/adresse/jens-otto-krags-gade-11-6-3-2300-koebenhavn-s-01013386__11__6___3,"Jens Otto Krags Gade 11, 6. 3. 2300 København S",80
https://www.boligsiden.dk/adresse/silkeborggade-47-3-th-2100-koebenhavn-oe-01016384__47__3__th,"Silkeborggade 47, 3. th. 2100 København Ø",69
https://www.boligsiden.dk/adresse/ben-websters-vej-124-2450-koebenhavn-sv-01018823_124_______,Ben Websters Vej 124 2450 København SV,82
https://www.boligsiden.dk/adresse/torveporten-35-0-th-2500-valby-01017600__35_st__th,"Torveporten 35, st. th. 2500 Valby",85
https://www.boligsiden.dk/adresse/robert-jacobsens-vej-62-6-2-2300-koebenhavn-s-01015894__62__6___2,"Robert Jacobsens Vej 62, 6. 2. 2300 København S",113
https://www.boligsiden.dk/adresse/kastanie-alle-9-1-th-2720-vanloese-01013588___9__1__th,"Kastanie Allé 9, 1. th. 2720 Vanløse",74
https://www.boligsiden.dk/adresse/tagensvej-47-2-15-2200-koebenhavn-n-01017336__47__2__15,"Tagensvej 47, 2. 15. 2200 København N",43
https://www.boligsiden.dk/adresse/soelleroedgade-23-4-th-2200-koebenhavn-n-01017272__23__4__th,"Søllerødgade 23, 4. th. 2200 København N",71
https://www.boligsiden.dk/adresse/dampfaergevej-14-4-3-2100-koebenhavn-oe-01011246__14__4___3,"Dampfærgevej 14, 4. 3. 2100 København Ø",107
https://www.boligsiden.dk/adresse/dunkerquegade-23-0-2150-nordhavn-01011374__23_st____,"Dunkerquegade 23, st. 2150 Nordhavn",73
https://www.boligsiden.dk/adresse/edvard-thomsens-vej-5c-7-th-2300-koebenhavn-s-01011442__5c__7__th,"Edvard Thomsens Vej 5C, 7. th. 2300 København S",121
https://www.boligsiden.dk/adresse/gunloegsgade-20-4-4-2300-koebenhavn-s-01012436__20__4___4,"Gunløgsgade 20, 4. 4. 2300 København S",47
https://www.boligsiden.dk/adresse/caprivej-12-4-tv-2300-koebenhavn-s-01011060__12__4__tv,"Caprivej 12, 4. tv. 2300 København S",51
https://www.boligsiden.dk/adresse/landskronagade-57-0-th-2100-koebenhavn-oe-01014124__57_st__th,"Landskronagade 57, st. th. 2100 København Ø",71
https://www.boligsiden.dk/adresse/molbechsvej-13-2-tv-2500-valby-01014796__13__2__tv,"Molbechsvej 13, 2. tv. 2500 Valby",57
https://www.boligsiden.dk/adresse/skaanegade-4-3-th-2300-koebenhavn-s-01016560___4__3__th,"Skånegade 4, 3. th. 2300 København S",95
https://www.boligsiden.dk/adresse/noerrebrogade-217-1-tv-2200-koebenhavn-n-01015192_217__1__tv,"Nørrebrogade 217, 1. tv. 2200 København N",62
https://www.boligsiden.dk/adresse/burmeistersgade-1b-2-th-1429-koebenhavn-k-01010960__1b__2__th,"Burmeistersgade 1B, 2. th. 1429 København K",54
https://www.boligsiden.dk/adresse/graaspurvevej-55-3-2-2400-koebenhavn-nv-01012390__55__3___2,"Gråspurvevej 55, 3. 2. 2400 København NV",94
https://www.boligsiden.dk/adresse/kongovej-8-1-th-2300-koebenhavn-s-01013864___8__1__th,"Kongovej 8, 1. th. 2300 København S",81
https://www.boligsiden.dk/adresse/ingerslevsgade-126-0-th-1705-koebenhavn-v-01013272_126_st__th,"Ingerslevsgade 126, st. th. 1705 København V",102
https://www.boligsiden.dk/adresse/hamletsgade-15-0-th-2200-koebenhavn-n-01012552__15_st__th,"Hamletsgade 15, st. th. 2200 København N",56
https://www.boligsiden.dk/adresse/store-kongensgade-63a-0-3-1264-koebenhavn-k-01016948_63a_st___3,"Store Kongensgade 63A, st. 3. 1264 København K",114
https://www.boligsiden.dk/adresse/jansvej-14-3-2300-koebenhavn-s-01013340__14__3____,"Jansvej 14, 3. 2300 København S",82
https://www.boligsiden.dk/adresse/oestbanegade-39-2-4-2100-koebenhavn-oe-01018572__39__2___4,"Østbanegade 39, 2. 4. 2100 København Ø",57
https://www.boligsiden.dk/adresse/hoejenhald-12-0-th-2700-broenshoej-01013200__12_st__th,"Højenhald 12, st. th. 2700 Brønshøj",62
https://www.boligsiden.dk/adresse/soender-boulevard-36-1-th-1720-koebenhavn-v-01017288__36__1__th,"Sønder Boulevard 36, 1. th. 1720 København V",109
https://www.boligsiden.dk/adresse/robert-jacobsens-vej-82-4-1-2300-koebenhavn-s-01015894__82__4___1,"Robert Jacobsens Vej 82, 4. 1. 2300 København S",90
https://www.boligsiden.dk/adresse/lauravej-15-0-tv-2500-valby-01014184__15_st__tv,"Lauravej 15, st. tv. 2500 Valby",58
https://www.boligsiden.dk/adresse/handelsvej-12-1-th-2450-koebenhavn-sv-01013168__12__1__th,"Händelsvej 12, 1. th. 2450 København SV",53
https://www.boligsiden.dk/adresse/strindbergsvej-64-1-2500-valby-01017028__64__1____,"Strindbergsvej 64, 1. 2500 Valby",79
https://www.boligsiden.dk/adresse/reventlowsgade-24-3-tv-1651-koebenhavn-v-01015816__24__3__tv,"Reventlowsgade 24, 3. tv. 1651 København V",107
https://www.boligsiden.dk/adresse/rosenlunds-alle-7-1-2720-vanloese-01015940___7__1____,"Rosenlunds Allé 7, 1. 2720 Vanløse",109
https://www.boligsiden.dk/adresse/dybendalsvej-69-0-tv-2720-vanloese-01011384__69_st__tv,"Dybendalsvej 69, st. tv. 2720 Vanløse",73
https://www.boligsiden.dk/adresse/krudtloebsvej-30-0-tv-1439-koebenhavn-k-01013998__30_st__tv,"Krudtløbsvej 30, st. tv. 1439 København K",92
https://www.boligsiden.dk/adresse/florensvej-2-1-mf-2300-koebenhavn-s-01011832___2__1__mf,"Florensvej 2, 1. mf. 2300 København S",26
https://www.boligsiden.dk/adresse/vigerslev-alle-23-0-tv-2500-valby-01018308__23_st__tv,"Vigerslev Allé 23, st. tv. 2500 Valby",74
https://www.boligsiden.dk/adresse/sankt-annae-gade-4b-2-th-1416-koebenhavn-k-01016228__4b__2__th,"Sankt Annæ Gade 4B, 2. th. 1416 København K",59
https://www.boligsiden.dk/adresse/banebrinken-93-1-21-2400-koebenhavn-nv-01010352__93__1__21,"Banebrinken 93, 1. 21. 2400 København NV",67
https://www.boligsiden.dk/adresse/vigerslevvej-311-1-th-2500-valby-01018320_311__1__th,"Vigerslevvej 311, 1. th. 2500 Valby",76
https://www.boligsiden.dk/adresse/strandgade-28-2-1401-koebenhavn-k-01016992__28__2____,"Strandgade 28, 2. 1401 København K",236
https://www.boligsiden.dk/adresse/robert-jacobsens-vej-1a-8-tv-2300-koebenhavn-s-01015894__1a__8__tv,"Robert Jacobsens Vej 1A, 8. tv. 2300 København S",82
https://www.boligsiden.dk/adresse/peblinge-dossering-32-2-tv-2200-koebenhavn-n-01015440__32__2__tv,"Peblinge Dossering 32, 2. tv. 2200 København N",145
https://www.boligsiden.dk/adresse/loengangstraede-21a-1-th-1468-koebenhavn-k-01014548_21a__1__th,"Løngangstræde 21A, 1. th. 1468 København K",121
https://www.boligsiden.dk/adresse/holsteinsgade-64-3-tv-2100-koebenhavn-oe-01013008__64__3__tv,"Holsteinsgade 64, 3. tv. 2100 København Ø",102
https://www.boligsiden.dk/adresse/ryesgade-112b-5-th-2100-koebenhavn-oe-01016040112b__5__th,"Ryesgade 112B, 5. th. 2100 København Ø",42
https://www.boligsiden.dk/adresse/frederiksberggade-5-5-1459-koebenhavn-k-01011932___5__5____,"Frederiksberggade 5, 5. 1459 København K",103
https://www.boligsiden.dk/adresse/eriksholmvej-17-0-2720-vanloese-01011644__17_st____,"Eriksholmvej 17, st. 2720 Vanløse",90
https://www.boligsiden.dk/adresse/englandsvej-14-1-th-2300-koebenhavn-s-01011600__14__1__th,"Englandsvej 14, 1. th. 2300 København S",57
https://www.boligsiden.dk/adresse/kenny-drews-vej-3-4-th-2450-koebenhavn-sv-01018825___3__4__th,"Kenny Drews Vej 3, 4. th. 2450 København SV",98
https://www.boligsiden.dk/adresse/holsteinsgade-12-1-tv-2100-koebenhavn-oe-01013008__12__1__tv,"Holsteinsgade 12, 1. tv. 2100 København Ø",69
https://www.boligsiden.dk/adresse/enghavevej-11-4-tv-1674-koebenhavn-v-01011592__11__4__tv,"Enghavevej 11, 4. tv. 1674 København V",65
https://www.boligsiden.dk/adresse/serbiensgade-5-1-th-2300-koebenhavn-s-01016336___5__1__th,"Serbiensgade 5, 1. th. 2300 København S",58
https://www.boligsiden.dk/adresse/thingvalla-alle-4-0-2300-koebenhavn-s-01017388___4_st____,"Thingvalla Allé 4, st. 2300 København S",125
https://www.boligsiden.dk/adresse/peter-fabers-gade-41-5-tv-2200-koebenhavn-n-01015492__41__5__tv,"Peter Fabers Gade 41, 5. tv. 2200 København N",46
https://www.boligsiden.dk/adresse/soelvgade-21-3-th-1307-koebenhavn-k-01017280__21__3__th,"Sølvgade 21, 3. th. 1307 København K",76
https://www.boligsiden.dk/adresse/laessoeesgade-23-1-th-2200-koebenhavn-n-01014532__23__1__th,"Læssøesgade 23, 1. th. 2200 København N",61
https://www.boligsiden.dk/adresse/tagensvej-57-4-tv-2200-koebenhavn-n-01017336__57__4__tv,"Tagensvej 57, 4. tv. 2200 København N",70
https://www.boligsiden.dk/adresse/paradisaeblevej-82-10-1-2500-valby-01018848__82_10___1,"Paradisæblevej 82, 10. 1. 2500 Valby",146
https://www.boligsiden.dk/adresse/vigerslev-alle-80-1-th-2500-valby-01018308__80__1__th,"Vigerslev Allé 80, 1. th. 2500 Valby",43
https://www.boligsiden.dk/adresse/helsingborggade-13-1-th-2100-koebenhavn-oe-01012800__13__1__th,"Helsingborggade 13, 1. th. 2100 København Ø",75
https://www.boligsiden.dk/adresse/aalborggade-20-6-2100-koebenhavn-oe-01018668__20__6____,"Ålborggade 20, 6. 2100 København Ø",93
https://www.boligsiden.dk/adresse/julius-bloms-gade-3-5-8-2200-koebenhavn-n-01013440___3__5___8,"Julius Bloms Gade 3, 5. 8. 2200 København N",41
https://www.boligsiden.dk/adresse/istedgade-39-2-1650-koebenhavn-v-01013312__39__2____,"Istedgade 39, 2. 1650 København V",113
https://www.boligsiden.dk/adresse/schubertsvej-4-0-th-2450-koebenhavn-sv-01016316___4_st__th,"Schubertsvej 4, st. th. 2450 København SV",72
https://www.boligsiden.dk/adresse/vestbanevej-11-1-th-2500-valby-01018196__11__1__th,"Vestbanevej 11, 1. th. 2500 Valby",64
https://www.boligsiden.dk/adresse/engdals-alle-29-1-2500-valby-01011564__29__1____,"Engdals Allé 29, 1. 2500 Valby",126
https://www.boligsiden.dk/adresse/oernevej-46-2-tv-2400-koebenhavn-nv-01018560__46__2__tv,"Ørnevej 46, 2. tv. 2400 København NV",70
https://www.boligsiden.dk/adresse/vesterbrogade-119a-0-tv-1620-koebenhavn-v-01018204119a_st__tv,"Vesterbrogade 119A, st. tv. 1620 København V",67
https://www.boligsiden.dk/adresse/dalfoeret-17-2-th-2300-koebenhavn-s-01011224__17__2__th,"Dalføret 17, 2. th. 2300 København S",85
https://www.boligsiden.dk/adresse/sortedam-dossering-65b-0-2100-koebenhavn-oe-01016740_65b_st____,"Sortedam Dossering 65B, st. 2100 København Ø",166
https://www.boligsiden.dk/adresse/romsoegade-6-1-tv-2100-koebenhavn-oe-01015904___6__1__tv,"Romsøgade 6, 1. tv. 2100 København Ø",50
https://www.boligsiden.dk/adresse/kronprinsessegade-16-3-1306-koebenhavn-k-01013996__16__3____,"Kronprinsessegade 16, 3. 1306 København K",143
https://www.boligsiden.dk/adresse/rantzausgade-11-2-2-2200-koebenhavn-n-01015724__11__2___2,"Rantzausgade 11, 2. 2. 2200 København N",31
https://www.boligsiden.dk/adresse/backersvej-11-2-th-2300-koebenhavn-s-01010296__11__2__th,"Backersvej 11, 2. th. 2300 København S",76
https://www.boligsiden.dk/adresse/sturlasgade-10b-1-2300-koebenhavn-s-01017076_10b__1____,"Sturlasgade 10B, 1. 2300 København S",130
https://www.boligsiden.dk/adresse/aegirsgade-18-4-th-2200-koebenhavn-n-01018520__18__4__th,"Ægirsgade 18, 4. th. 2200 København N",65
https://www.boligsiden.dk/adresse/aagade-98-3-tv-2200-koebenhavn-n-01018648__98__3__tv,"Ågade 98, 3. tv. 2200 København N",128
https://www.boligsiden.dk/adresse/valdemar-holmers-gade-15-2-2100-koebenhavn-oe-01017920__15__2____,"Valdemar Holmers Gade 15, 2. 2100 København Ø",72
https://www.boligsiden.dk/adresse/dexter-gordons-vej-11-5-th-2450-koebenhavn-sv-01018822__11__5__th,"Dexter Gordons Vej 11, 5. th. 2450 København SV",130
https://www.boligsiden.dk/adresse/moldaugade-12-0-tv-2300-koebenhavn-s-01014800__12_st__tv,"Moldaugade 12, st. tv. 2300 København S",69
https://www.boligsiden.dk/adresse/centerparken-14-3-th-2500-valby-01011094__14__3__th,"Centerparken 14, 3. th. 2500 Valby",90
https://www.boligsiden.dk/adresse/ungarnsgade-37-3-th-2300-koebenhavn-s-01017848__37__3__th,"Ungarnsgade 37, 3. th. 2300 København S",56
https://www.boligsiden.dk/adresse/nordre-frihavnsgade-21-3-tv-2100-koebenhavn-oe-01015044__21__3__tv,"Nordre Frihavnsgade 21, 3. tv. 2100 København Ø",99
https://www.boligsiden.dk/adresse/teglholmsgade-8c-3-th-2450-koebenhavn-sv-01017352__8c__3__th,"Teglholmsgade 8C, 3. th. 2450 København SV",119
https://www.boligsiden.dk/adresse/willy-brandts-vej-21-4-tv-2450-koebenhavn-sv-01018844__21__4__tv,"Willy Brandts Vej 21, 4. tv. 2450 København SV",143
https://www.boligsiden.dk/adresse/aggersvoldvej-7b-2-th-2700-broenshoej-01010048__7b__2__th,"Aggersvoldvej 7B, 2. th. 2700 Brønshøj",104
https://www.boligsiden.dk/adresse/reventlowsgade-28-4-th-1651-koebenhavn-v-01015816__28__4__th,"Reventlowsgade 28, 4. th. 1651 København V",152
https://www.boligsiden.dk/adresse/ouroegade-33-2-tv-2100-koebenhavn-oe-01015348__33__2__tv,"Ourøgade 33, 2. tv. 2100 København Ø",56
https://www.boligsiden.dk/adresse/oerestads-boulevard-59a-4-404-2300-koebenhavn-s-01018541_59a__4_404,"Ørestads Boulevard 59A, 4. 404. 2300 København S",109
https://www.boligsiden.dk/adresse/cypernsvej-1-3-th-2300-koebenhavn-s-01011196___1__3__th,"Cypernsvej 1, 3. th. 2300 København S",53
https://www.boligsiden.dk/adresse/toendergade-22-1-tv-1752-koebenhavn-v-01017780__22__1__tv,"Tøndergade 22, 1. tv. 1752 København V",52
https://www.boligsiden.dk/adresse/ungarnsgade-15-0-tv-2300-koebenhavn-s-01017848__15_st__tv,"Ungarnsgade 15, st. tv. 2300 København S",110
https://www.boligsiden.dk/adresse/hilleroedgade-19-4-th-2200-koebenhavn-n-01012888__19__4__th,"Hillerødgade 19, 4. th. 2200 København N",53
https://www.boligsiden.dk/adresse/ribegade-12-3-th-2100-koebenhavn-oe-01015832__12__3__th,"Ribegade 12, 3. th. 2100 København Ø",101
https://www.boligsiden.dk/adresse/vesterbrogade-114-1-1-1620-koebenhavn-v-01018204_114__1___1,"Vesterbrogade 114, 1. 1. 1620 København V",67
https://www.boligsiden.dk/adresse/lyngbyvej-72-3-tv-2100-koebenhavn-oe-01014476__72__3__tv,"Lyngbyvej 72, 3. tv. 2100 København Ø",123
https://www.boligsiden.dk/adresse/marstalsgade-32-1-th-2100-koebenhavn-oe-01014668__32__1__th,"Marstalsgade 32, 1. th. 2100 København Ø",54
https://www.boligsiden.dk/adresse/carl-langes-vej-52-2-th-2500-valby-01011072__52__2__th,"Carl Langes Vej 52, 2. th. 2500 Valby",94
https://www.boligsiden.dk/adresse/gammel-vartov-vej-26-2-th-2900-hellerup-01012124__26__2__th,"Gammel Vartov Vej 26, 2. th. 2900 Hellerup",84
https://www.boligsiden.dk/adresse/jens-otto-krags-gade-9-4-3-2300-koebenhavn-s-01013386___9__4___3,"Jens Otto Krags Gade 9, 4. 3. 2300 København S",104
https://www.boligsiden.dk/adresse/roskildevej-189b-3-tv-2500-valby-01015968189b__3__tv,"Roskildevej 189B, 3. tv. 2500 Valby",112
https://www.boligsiden.dk/adresse/edvard-thomsens-vej-5c-1-tv-2300-koebenhavn-s-01011442__5c__1__tv,"Edvard Thomsens Vej 5C, 1. tv. 2300 København S",112
https://www.boligsiden.dk/adresse/stormgade-12-2-1470-koebenhavn-k-01016972__12__2____,"Stormgade 12, 2. 1470 København K",202
https://www.boligsiden.dk/adresse/thorvald-bindesboells-plads-4-0-mf-1799-koebenhavn-v-01017418___4_st__mf,"Thorvald Bindesbølls Plads 4, st. mf. 1799 København V",127
https://www.boligsiden.dk/adresse/johan-kellers-vej-55-4-th-2450-koebenhavn-sv-01013412__55__4__th,"Johan Kellers Vej 55, 4. th. 2450 København SV",59
https://www.boligsiden.dk/adresse/helsingborggade-6-0-tv-2100-koebenhavn-oe-01012800___6_st__tv,"Helsingborggade 6, st. tv. 2100 København Ø",37
https://www.boligsiden.dk/adresse/lundtoftegade-97-3-th-2200-koebenhavn-n-01014448__97__3__th,"Lundtoftegade 97, 3. th. 2200 København N",57
https://www.boligsiden.dk/adresse/gammel-koege-landevej-180-2-e-2500-valby-01012100_180__2___e,"Gammel Køge Landevej 180, 2. e. 2500 Valby",50
https://www.boligsiden.dk/adresse/raadmandsgade-40c-0-70-2200-koebenhavn-n-01016160_40c_st__70,"Rådmandsgade 40C, st. 70. 2200 København N",65
https://www.boligsiden.dk/adresse/flensborggade-40-0-tv-1669-koebenhavn-v-01011812__40_st__tv,"Flensborggade 40, st. tv. 1669 København V",73
https://www.boligsiden.dk/adresse/noejsomhedsvej-2-3-th-2100-koebenhavn-oe-01015172___2__3__th,"Nøjsomhedsvej 2, 3. th. 2100 København Ø",155
https://www.boligsiden.dk/adresse/heimdalsgade-42-4-49-2200-koebenhavn-n-01012744__42__4__49,"Heimdalsgade 42, 4. 49. 2200 København N",51
https://www.boligsiden.dk/adresse/nedertoften-39-1-th-2720-vanloese-01014964__39__1__th,"Nedertoften 39, 1. th. 2720 Vanløse",49
https://www.boligsiden.dk/adresse/florsgade-1-2-th-2200-koebenhavn-n-01011840___1__2__th,"Florsgade 1, 2. th. 2200 København N",52
https://www.boligsiden.dk/adresse/bratskovvej-17-0-2720-vanloese-01010800__17_st____,"Bratskovvej 17, st. 2720 Vanløse",110
https://www.boligsiden.dk/adresse/toennesvej-10-0-th-2300-koebenhavn-s-01017784__10_st__th,"Tønnesvej 10, st. th. 2300 København S",58
https://www.boligsiden.dk/adresse/aabenraa-35-5-th-1124-koebenhavn-k-01018628__35__5__th,"Åbenrå 35, 5. th. 1124 København K",81
https://www.boligsiden.dk/adresse/sankt-kjelds-plads-6-3-tv-2100-koebenhavn-oe-01016268___6__3__tv,"Sankt Kjelds Plads 6, 3. tv. 2100 København Ø",57
https://www.boligsiden.dk/adresse/frankrigsgade-27-1-tv-2300-koebenhavn-s-01011896__27__1__tv,"Frankrigsgade 27, 1. tv. 2300 København S",41
https://www.boligsiden.dk/adresse/vinkelager-27-4-th-2720-vanloese-01018392__27__4__th,"Vinkelager 27, 4. th. 2720 Vanløse",96
https://www.boligsiden.dk/adresse/langelinie-alle-3-4-4-2100-koebenhavn-oe-01014143___3__4___4,"Langelinie Allé 3, 4. 4. 2100 København Ø",149
https://www.boligsiden.dk/adresse/christianshavns-voldgade-23-0-th-1424-koebenhavn-k-01011144__23_st__th,"Christianshavns Voldgade 23, st. th. 1424 København K",55
https://www.boligsiden.dk/adresse/lyngbyvej-72-3-th-2100-koebenhavn-oe-01014476__72__3__th,"Lyngbyvej 72, 3. th. 2100 København Ø",117
https://www.boligsiden.dk/adresse/willemoesgade-39-0-tv-2100-koebenhavn-oe-01018356__39_st__tv,"Willemoesgade 39, st. tv. 2100 København Ø",97
https://www.boligsiden.dk/adresse/raadmandsgade-48b-5-2200-koebenhavn-n-01016160_48b__5____,"Rådmandsgade 48B, 5. 2200 København N",94
https://www.boligsiden.dk/adresse/peter-fabers-gade-18-1-th-2200-koebenhavn-n-01015492__18__1__th,"Peter Fabers Gade 18, 1. th. 2200 København N",50
https://www.boligsiden.dk/adresse/hanebred-17-2-th-2720-vanloese-01012576__17__2__th,"Hanebred 17, 2. th. 2720 Vanløse",69
https://www.boligsiden.dk/adresse/klaksvigsgade-3-0-th-2300-koebenhavn-s-01013722___3_st__th,"Klaksvigsgade 3, st. th. 2300 København S",101
https://www.boligsiden.dk/adresse/tranevej-8-0-2400-koebenhavn-nv-01017620___8_st____,"Tranevej 8, st. 2400 København NV",66
https://www.boligsiden.dk/adresse/tingskrivervej-3-0-2400-koebenhavn-nv-01017468___3_st____,"Tingskrivervej 3, st. 2400 København NV",65
https://www.boligsiden.dk/adresse/strandgade-87a-2-th-1401-koebenhavn-k-01016992_87a__2__th,"Strandgade 87A, 2. th. 1401 København K",138
https://www.boligsiden.dk/adresse/tuborgvej-62-0-tv-2900-hellerup-01017684__62_st__tv,"Tuborgvej 62, st. tv. 2900 Hellerup",116
https://www.boligsiden.dk/adresse/cypernsvej-29-2-tv-2300-koebenhavn-s-01011196__29__2__tv,"Cypernsvej 29, 2. tv. 2300 København S",78
https://www.boligsiden.dk/adresse/gormsgade-10-6-84-2200-koebenhavn-n-01012268__10__6__84,"Gormsgade 10, 6. 84. 2200 København N",64
https://www.boligsiden.dk/adresse/georginevej-12-3-th-2300-koebenhavn-s-01012172__12__3__th,"Georginevej 12, 3. th. 2300 København S",61
https://www.boligsiden.dk/adresse/alliancevej-7-1-tv-2450-koebenhavn-sv-01010090___7__1__tv,"Alliancevej 7, 1. tv. 2450 København SV",74
https://www.boligsiden.dk/adresse/hindegade-5-1-tv-1303-koebenhavn-k-01012900___5__1__tv,"Hindegade 5, 1. tv. 1303 København K",114
https://www.boligsiden.dk/adresse/ahlefeldtsgade-18a-5-1359-koebenhavn-k-01010060_18a__5____,"Ahlefeldtsgade 18A, 5. 1359 København K",150
https://www.boligsiden.dk/adresse/drejoegade-26d-4-402-2100-koebenhavn-oe-01011332_26d__4_402,"Drejøgade 26D, 4. 402. 2100 København Ø",39
https://www.boligsiden.dk/adresse/tom-kristensens-vej-22-4-tv-2300-koebenhavn-s-01017547__22__4__tv,"Tom Kristensens Vej 22, 4. tv. 2300 København S",89
https://www.boligsiden.dk/adresse/robert-jacobsens-vej-66-5-3-2300-koebenhavn-s-01015894__66__5___3,"Robert Jacobsens Vej 66, 5. 3. 2300 København S",97
https://www.boligsiden.dk/adresse/ib-schoenbergs-alle-5-4-th-2500-valby-01013258___5__4__th,"Ib Schønbergs Allé 5, 4. th. 2500 Valby",87
